6473,2,0,-1

6631,2,1,-1

6789,1,4,-1

6947,1,0,-1

7105,1,4,-1

7263,2,4,-1

7421,2,4,-1

7736,1,3,-1

7894,2,2,-1

8052,2,2,-1

8210,1,1,-1

8368,2,0,-1

8684,2,3,-1

8842,2,1,-1

9000,1,0,-1

9157,2,0,-1

9315,2,4,-1

9473,1,2,-1

10105,2,1,-1

10263,1,4,-1

10894,1,3,-1

11052,1,3,-1

11526,2,3,-1

11684,2,0,-1

11842,1,1,-1

12157,1,4,-1

12631,2,0,-1

12947,2,2,-1

13263,1,0,-1

13421,2,4,-1

13736,2,1,-1

14052,2,0,-1

14210,1,1,-1

14526,2,2,-1

14684,1,2,-1

14842,2,1,-1

15000,2,0,-1

15315,1,1,-1

15473,1,0,-1

15631,1,2,-1

15789,1,1,-1

16105,2,4,-1

16263,1,2,-1

16421,2,1,-1

16578,2,3,-1

16736,2,4,-1

17052,2,3,-1

17684,1,1,-1

17842,2,2,-1

18000,2,3,-1

18157,1,2,-1

18315,2,2,-1

18473,2,3,-1

18631,1,3,-1

18789,2,4,-1

18947,1,3,-1

19105,2,3,-1

19263,1,1,-1

19421,2,4,-1

19578,1,3,-1

20052,2,0,-1

20210,2,4,-1

20368,1,2,-1

20684,2,2,-1

21000,2,0,-1

21157,1,2,-1

21315,1,4,-1

21631,2,0,-1

21789,2,4,-1

21947,1,2,-1

22263,1,1,-1

22421,2,4,-1

22736,2,1,-1

23368,1,0,-1

23684,2,3,-1

24157,2,3,-1

24473,2,4,-1

24631,1,2,-1

24789,1,4,-1

24947,2,4,-1

25578,2,0,-1

25736,1,4,-1

26052,2,0,-1

26368,1,1,-1

26526,1,0,-1

26684,2,3,-1

27157,2,1,-1

27315,2,1,-1

27473,1,2,-1

27789,1,1,-1

27947,1,0,-1

28263,1,0,-1

28421,1,2,-1

29052,1,2,-1

29210,1,2,-1

29368,1,3,-1

29526,1,2,-1

29684,1,0,-1

30000,2,1,-1

30315,2,4,-1

30473,2,2,-1

30789,1,3,-1

31105,1,0,-1

31263,2,0,-1

31421,2,3,-1

31736,2,3,-1

32052,2,1,-1

32368,1,0,-1

32684,2,3,-1

32842,2,4,-1

33157,1,0,-1

33473,2,0,-1

33631,2,2,-1

33789,1,2,-1

33947,1,4,-1

34105,1,2,-1

34263,2,2,-1

34421,1,1,-1

34578,2,4,-1

34736,1,0,-1

34894,2,2,-1

35052,1,1,-1

35210,2,0,-1

35368,1,3,-1

35526,2,2,-1

35842,1,4,-1

36000,2,3,-1

36157,1,2,-1

36631,2,2,-1

36789,2,1,-1

36947,2,4,-1

37105,1,4,-1

37263,1,0,-1

37894,2,4,-1

38052,2,1,-1

38210,1,1,-1

38368,1,0,-1

38526,1,1,-1

38684,2,1,-1

39000,1,1,-1

39157,2,4,-1

39315,2,2,-1

39473,2,1,-1

39631,2,2,-1

39789,2,3,-1

39947,1,3,-1

40105,2,4,-1

40263,1,3,-1

40578,1,4,-1

40894,2,1,-1

41210,2,2,-1

41368,2,0,-1

41526,2,3,-1

41684,1,2,-1

41842,1,4,-1

42000,1,4,-1

42157,2,0,-1

42315,2,1,-1

42631,1,1,-1

42789,1,2,-1

42947,2,4,-1

43263,1,1,-1

43421,1,2,-1

43578,2,3,-1

43736,2,0,-1

43894,1,3,-1

44052,1,2,-1

44368,2,4,-1

44684,1,1,-1

44842,1,2,-1

45000,1,3,-1

45157,1,0,-1

45473,2,4,-1

45631,2,4,-1

45789,2,2,-1

46105,1,4,-1

46263,1,3,-1

46421,1,1,-1

46578,1,4,-1

46736,1,4,-1

47052,1,2,-1

47210,2,1,-1

47368,1,3,-1

47526,1,0,-1

47684,2,0,-1

47842,1,2,-1

48000,1,3,-1

48315,1,3,-1

48473,1,4,-1

48631,2,3,-1

48789,1,1,-1

48947,1,2,-1

49105,2,1,-1

49578,1,2,-1

49736,2,3,-1

50052,2,4,-1

50210,2,1,-1

51000,2,1,-1

51157,2,4,-1

51789,2,2,-1

51947,2,1,-1

52263,1,0,-1

52421,1,2,-1

52578,2,4,-1

52736,2,4,-1

52894,2,0,-1

53052,2,0,-1

53210,1,1,-1

53368,1,2,-1

53526,1,4,-1

53684,1,1,-1

53842,1,3,-1

54000,1,3,-1

54157,2,0,-1

54473,2,3,-1

54631,2,3,-1

54789,1,4,-1

54947,1,1,-1

55105,1,1,-1

55263,1,4,-1

55421,2,4,-1

55578,2,3,-1

55736,1,4,-1

55894,2,2,-1

56052,1,1,-1

56684,2,3,-1

56842,2,2,-1

57000,2,2,-1

57473,2,4,-1

57631,2,3,-1

57789,2,1,-1

57947,1,1,-1

58263,2,4,-1

58421,1,4,-1

58578,2,1,-1

58736,2,2,-1

58894,2,1,-1

59052,1,3,-1

59210,1,2,-1

59368,1,2,-1

59526,2,3,-1

59842,1,2,-1

60157,2,4,-1

60315,1,0,-1

60947,2,2,-1

61421,2,1,-1

61736,1,3,-1

61894,2,4,-1

62052,1,1,-1

