481,1,4,-1
641,1,0,-1
1764,2,1,-1
3048,2,3,-1
3850,1,3,-1
5294,2,3,-1
5614,1,2,-1
6898,2,1,-1
7219,2,3,-1
8502,1,2,-1
9465,1,1,-1
9625,1,1,-1
10588,1,3,-1
10909,1,3,-1
11069,2,0,-1
11229,1,4,-1
11390,1,4,-1
11550,2,2,-1
11711,2,4,-1
11871,2,0,-1
12032,2,4,-1
12352,2,3,-1
12513,1,3,-1
12673,2,3,-1
12834,1,4,-1
12994,2,3,-1
13155,1,1,-1
13315,2,3,-1
13475,1,1,-1
13636,1,1,-1
13796,2,3,-1
13957,1,1,-1
14117,1,1,-1
14278,1,2,-1
14598,2,0,-1
14919,1,3,-1
15240,2,0,-1
15561,2,4,-1
15721,1,4,-1
16042,1,4,-1
16203,1,0,-1
16363,1,0,-1
16524,2,0,-1
16684,1,3,-1
16844,2,1,-1
17005,1,0,-1
17165,1,2,-1
17326,1,3,-1
17486,1,3,-1
17647,2,0,-1
17807,1,4,-1
17967,1,2,-1
18609,2,0,-1
18770,1,0,-1
18930,1,2,-1
19251,2,0,-1
19411,1,2,-1
19572,2,1,-1
19732,1,1,-1
19893,2,2,-1
20053,2,3,-1
20213,2,3,-1
20374,1,1,-1
20534,2,0,-1
20695,1,2,-1
20855,1,2,-1
21016,1,1,-1
21176,2,4,-1
21336,1,0,-1
21497,1,3,-1
21657,1,2,-1
21818,2,0,-1
21978,1,4,-1
22139,2,3,-1
22459,2,0,-1
22620,2,0,-1
22941,2,0,-1
23101,1,1,-1
23422,2,1,-1
23582,2,4,-1
23743,2,2,-1
23903,1,2,-1
24064,1,0,-1
24224,2,1,-1
24705,2,4,-1
24866,1,1,-1
25347,2,3,-1
25508,1,4,-1
25668,1,1,-1
26310,1,1,-1
26470,2,4,-1
26631,1,1,-1
26791,1,2,-1
26951,2,1,-1
27272,1,2,-1
27433,2,0,-1
27593,1,1,-1
27754,1,4,-1
27914,1,3,-1
28074,1,4,-1
28235,1,1,-1
28556,2,0,-1
28716,1,0,-1
28877,2,1,-1
29037,2,3,-1
29197,2,3,-1
29358,1,3,-1
29839,2,1,-1
30160,2,1,-1
30320,2,1,-1
30641,1,0,-1
30802,1,4,-1
30962,2,3,-1
31122,1,3,-1
31283,1,1,-1
31443,1,4,-1
31604,1,4,-1
31925,2,3,-1
32085,1,1,-1
32245,1,1,-1
32566,1,1,-1
32727,1,4,-1
32887,1,0,-1
33048,2,0,-1
33368,1,3,-1
33529,1,4,-1
33689,2,2,-1
33850,1,3,-1
34010,2,2,-1
34171,1,2,-1
34331,1,4,-1
34491,1,0,-1
34652,2,3,-1
34812,2,0,-1
34973,1,4,-1
35133,2,4,-1
35294,2,2,-1
35454,2,1,-1
35775,2,4,-1
35935,2,1,-1
36096,1,3,-1
36256,1,2,-1
36417,2,3,-1
36577,2,1,-1
36737,1,1,-1
36898,1,3,-1
37058,1,4,-1
37219,1,3,-1
37379,2,4,-1
37540,1,4,-1
37700,1,2,-1
37860,1,0,-1
38021,2,1,-1
38181,1,3,-1
38342,2,0,-1
38502,2,1,-1
38823,1,0,-1
38983,1,3,-1
39144,1,0,-1
39304,2,0,-1
39465,1,2,-1
39625,1,4,-1
39786,1,2,-1
39946,1,4,-1
40267,1,4,-1
40427,2,1,-1
40588,2,0,-1
40748,1,3,-1
41069,1,1,-1
41229,2,2,-1
41390,1,0,-1
41550,2,0,-1
41711,1,0,-1
41871,1,1,-1
42032,2,2,-1
42192,2,1,-1
42352,1,3,-1
42513,2,4,-1
42673,1,0,-1
42834,1,1,-1
42994,1,2,-1
43155,2,2,-1
43315,2,2,-1
43475,1,4,-1
43636,2,1,-1
43796,1,2,-1
43957,2,1,-1
44117,1,2,-1
44438,2,4,-1
45080,2,3,-1
45240,2,1,-1
45401,2,4,-1
45561,2,2,-1
45721,1,4,-1
45882,2,0,-1
46042,1,0,-1
46203,1,0,-1
46363,1,2,-1
46524,1,3,-1
46844,2,4,-1
47005,2,3,-1
47165,2,4,-1
47326,2,1,-1
47647,1,3,-1
47967,2,4,-1
48128,1,2,-1
48288,1,2,-1
48449,2,4,-1
48770,1,0,-1
49090,2,4,-1
49251,2,2,-1
49411,2,1,-1
49572,2,3,-1
49732,2,0,-1
49893,1,1,-1
50053,1,4,-1
50213,1,0,-1
50374,2,3,-1
50534,1,2,-1
50695,1,2,-1
50855,1,0,-1
51016,1,4,-1
51176,2,0,-1
51336,2,1,-1
51497,1,0,-1
51657,1,0,-1
51818,2,3,-1
51978,1,0,-1
52299,1,0,-1
52459,1,1,-1
52620,2,1,-1
52780,2,0,-1
53101,1,4,-1
53582,2,0,-1
53743,1,0,-1
53903,2,3,-1
54064,2,4,-1
54224,2,3,-1
54545,2,4,-1
54705,1,2,-1
54866,1,0,-1
55026,2,2,-1
55347,2,4,-1
55508,2,3,-1
55668,1,0,-1
55828,2,1,-1
56310,2,3,-1
56470,2,4,-1
56631,2,0,-1
56791,2,1,-1
56951,2,2,-1
57112,1,4,-1
57272,2,4,-1
57433,1,0,-1
57593,1,2,-1
57754,2,2,-1
57914,1,2,-1
58235,2,2,-1
58556,2,3,-1
58716,2,4,-1
58877,2,1,-1
59037,1,4,-1
59197,2,3,-1
59358,1,2,-1
59518,1,2,-1
59679,2,1,-1
60000,1,1,-1
60160,2,2,-1
60320,1,0,-1
60481,1,1,-1
60641,2,2,-1
60802,1,3,-1
60962,2,3,-1
61122,2,2,-1
61283,2,1,-1
61604,2,2,-1
61764,2,3,-1
62085,2,3,-1
62245,1,2,-1
62406,1,0,-1
62566,1,2,-1
62727,1,2,-1
62887,2,2,-1
63048,2,2,-1
63208,1,3,-1
63368,1,1,-1
63529,1,3,-1
63689,2,3,-1
63850,2,2,-1
64010,2,3,-1
64171,2,4,-1
64331,2,0,-1
64491,2,2,-1
64652,2,4,-1
64812,1,2,-1
64973,2,4,-1
